,Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count,Temp_Avg
2687,12/23/2017,10:34:12,25.13,25.13,24.75,25.69,10,12,51,35,0.08,0.05,0.06,0.06,355,-0.030769231,0,0,0,25.175
2688,12/23/2017,10:34:43,25.13,25.13,24.75,25.63,10,12,52,35,0.08,0.05,0.06,0.07,355,-0.073076923,0,0,0,25.16
2689,12/23/2017,10:35:14,25.13,25.13,24.75,25.63,11,12,53,36,0.08,0.06,0.06,0.06,355,-0.065384615,0,0,0,25.16
2690,12/23/2017,10:35:44,25.13,25.13,24.81,25.63,11,12,53,37,0.08,0.06,0.06,0.06,355,-0.053846154,0,0,0,25.175
2691,12/23/2017,10:36:15,25.13,25.13,24.81,25.63,11,12,53,37,0.09,0.06,0.06,0.06,355,-0.088461538,0,0,0,25.175
2692,12/23/2017,10:36:45,25.19,25.13,24.81,25.56,11,12,53,37,0.07,0.05,0.06,0.05,360,-0.076923077,0,0,0,25.1725
2693,12/23/2017,10:37:16,25.13,25.13,24.75,25.63,11,12,53,36,0.08,0.06,0.07,0.06,360,-0.069230769,0,0,0,25.16
2694,12/23/2017,10:37:47,25.13,25.13,24.81,25.63,11,12,53,36,0.08,0.05,0.06,0.05,360,-0.065384615,0,0,0,25.175
2695,12/23/2017,10:38:17,25.13,25.13,24.75,25.63,11,12,53,36,0.1,0.09,0.09,0.06,360,-0.065384615,0,0,0,25.16
2696,12/23/2017,10:38:48,25.13,25.13,24.75,25.63,10,11,50,35,0.08,0.06,0.06,0.06,360,-0.069230769,0,0,0,25.16
2697,12/23/2017,10:39:19,25.13,25.13,24.75,25.69,10,11,50,35,0.09,0.06,0.07,0.06,355,-0.073076923,0,0,0,25.175
2698,12/23/2017,10:39:49,25.13,25.13,24.81,25.75,10,12,51,35,0.12,0.12,0.1,0.07,360,-0.026923077,0,0,0,25.205
2699,12/23/2017,10:40:20,25.13,25.13,24.81,25.75,10,11,51,35,0.09,0.05,0.08,0.06,355,-0.026923077,0,0,0,25.205
2700,12/23/2017,10:40:51,25.13,25.13,24.75,25.75,10,11,49,35,0.08,0.05,0.07,0.06,355,-0.023076923,0,0,0,25.19
2701,12/23/2017,10:41:21,25.13,25.13,24.81,25.81,10,11,50,34,0.09,0.05,0.07,0.07,360,0.030769231,0,0,0,25.22
2702,12/23/2017,10:41:52,25.13,25.13,24.75,25.75,10,11,50,35,0.08,0.05,0.06,0.06,360,0.084615385,0,0,0,25.19
2703,12/23/2017,10:42:22,25.13,25.13,24.81,25.69,10,11,50,35,0.08,0.05,0.06,0.05,360,0.138461538,0,0,0,25.19
2704,12/23/2017,10:42:53,25.13,25.13,24.81,25.69,10,12,51,35,0.08,0.05,0.06,0.05,360,0.142307692,0,0,0,25.19
2705,12/23/2017,10:43:24,25.13,25.13,24.75,25.69,10,12,51,35,0.08,0.05,0.06,0.05,360,0.192307692,0,0,0,25.175
2706,12/23/2017,10:43:54,25.19,25.13,24.81,25.75,10,12,51,35,0.08,0.05,0.07,0.05,360,0.192307692,0,0,0,25.22
2707,12/23/2017,10:44:25,25.19,25.13,24.81,25.69,10,12,50,35,0.09,0.05,0.06,0.06,360,0.188461538,0,0,0,25.205
2708,12/23/2017,10:44:56,25.13,25.13,24.81,25.69,10,12,51,35,0.09,0.05,0.06,0.05,355,0.184615385,0,0,0,25.19
2709,12/23/2017,10:45:26,25.13,25.13,24.81,25.75,10,12,52,35,0.08,0.08,0.07,0.06,355,0.134615385,0,0,0,25.205
2710,12/23/2017,10:45:57,25.13,25.13,24.81,25.69,10,12,51,35,0.09,0.05,0.06,0.06,360,0.130769231,0,0,0,25.19
2711,12/23/2017,10:46:28,25.19,25.13,24.81,25.69,10,11,50,35,0.08,0.05,0.07,0.06,360,0.123076923,0,0,0,25.205
2712,12/23/2017,10:46:58,25.19,25.13,24.81,25.75,10,11,50,35,0.08,0.05,0.07,0.06,360,0.111538462,0,0,0,25.22
2713,12/23/2017,10:47:29,25.13,25.13,24.81,25.69,10,11,49,34,0.09,0.05,0.06,0.06,360,0.096153846,0,0,0,25.19
2714,12/23/2017,10:47:59,25.19,25.13,24.81,25.69,10,11,50,34,0.08,0.06,0.06,0.06,360,0.076923077,0,0,0,25.205
2715,12/23/2017,10:48:30,25.13,25.13,24.81,25.69,10,12,51,35,0.15,0.15,0.17,0.07,360,0.053846154,0,0,0,25.19
2716,12/23/2017,10:49:01,25.13,25.13,24.81,25.69,10,12,51,35,0.08,0.05,0.06,0.06,360,0.026923077,0,0,0,25.19
2717,12/23/2017,10:50:02,25.13,25.13,24.81,25.69,11,12,53,36,0.08,0.05,0.06,0.06,360,0.046153846,0,0,0,25.19
2718,12/23/2017,10:50:33,25.19,25.13,24.81,25.69,11,13,53,37,0.08,0.05,0.06,0.06,360,0.065384615,0,0,0,25.205
2719,12/23/2017,10:51:03,25.13,25.13,24.81,25.75,11,12,53,36,0.08,0.05,0.06,0.06,360,0.084615385,0,0,0,25.205
2720,12/23/2017,10:51:34,25.19,25.13,24.81,25.75,10,12,51,35,0.09,0.05,0.08,0.06,360,0.103846154,0,0,0,25.22
2721,12/23/2017,10:52:04,25.13,25.13,24.81,25.69,10,12,52,35,0.09,0.06,0.07,0.06,360,0.123076923,0,0,0,25.19
2722,12/23/2017,10:52:35,25.13,25.13,24.81,25.75,11,12,53,36,0.08,0.05,0.07,0.07,360,0.092307692,0,0,0,25.205
2723,12/23/2017,10:53:06,25.13,25.13,24.81,25.69,11,12,53,36,0.08,0.05,0.06,0.06,360,0.107692308,0,0,0,25.19
2724,12/23/2017,10:53:36,25.19,25.19,24.81,25.69,11,13,53,36,0.09,0.07,0.07,0.06,360,0.073076923,0,0,0,25.22
2725,12/23/2017,10:54:07,25.13,25.13,24.81,25.69,11,12,53,36,0.08,0.05,0.06,0.06,355,-0.011538462,0,0,0,25.19
2726,12/23/2017,10:54:38,25.19,25.13,24.81,25.75,11,12,52,36,0.09,0.06,0.06,0.05,360,6.16E-18,0,0,0,25.22
2727,12/23/2017,10:55:08,25.13,25.13,24.81,25.81,11,13,53,36,0.09,0.07,0.07,0.06,360,0.011538462,0,0,0,25.22
2728,12/23/2017,10:55:39,25.19,25.19,24.81,25.81,11,13,54,37,0.1,0.08,0.07,0.07,360,0.023076923,0,0,0,25.25
2729,12/23/2017,10:56:10,25.19,25.19,24.81,25.75,11,13,54,38,0.08,0.05,0.06,0.06,360,0.034615385,0,0,0,25.235
2730,12/23/2017,10:56:40,25.19,25.13,24.81,25.69,11,13,54,38,0.08,0.05,0.07,0.06,360,0.046153846,0,0,0,25.205
2731,12/23/2017,10:57:11,25.19,25.19,24.81,25.81,11,13,54,38,0.08,0.06,0.07,0.06,360,0.057692308,0,0,0,25.25
2732,12/23/2017,10:57:41,25.19,25.13,24.81,25.69,12,14,58,39,0.08,0.05,0.06,0.06,360,0.069230769,0,0,0,25.205
2733,12/23/2017,10:58:12,25.19,25.13,24.81,25.69,13,14,60,42,0.08,0.06,0.07,0.06,360,0.030769231,0,0,0,25.205
2734,12/23/2017,10:58:43,25.13,25.13,24.81,25.69,13,14,58,41,0.08,0.05,0.07,0.06,360,-0.011538462,0,0,0,25.19
2735,12/23/2017,10:59:13,25.19,25.19,24.81,25.63,12,14,57,40,0.07,0.05,0.06,0.06,360,-0.007692308,0,0,0,25.205
2736,12/23/2017,10:59:44,25.19,25.19,24.81,25.69,12,14,58,40,0.08,0.06,0.06,0.06,360,-0.003846154,0,0,0,25.22
2737,12/23/2017,11:00:15,25.19,25.19,24.81,25.75,13,14,59,41,0.08,0.05,0.06,0.05,360,7.70E-19,0,0,0,25.235
2738,12/23/2017,11:00:45,25.19,25.19,24.81,25.75,12,14,57,41,0.08,0.06,0.07,0.05,355,-0.042307692,0,0,0,25.235
2739,12/23/2017,11:01:16,25.19,25.13,24.81,25.69,12,13,54,38,0.1,0.05,0.08,0.06,360,-0.034615385,0,0,0,25.205
2740,12/23/2017,11:01:47,25.19,25.19,24.81,25.69,12,14,55,39,0.08,0.05,0.06,0.06,360,-0.026923077,0,0,0,25.22
2741,12/23/2017,11:02:17,25.19,25.19,24.81,25.75,12,14,57,40,0.08,0.05,0.05,0.06,360,-0.019230769,0,0,0,25.235
2742,12/23/2017,11:02:48,25.19,25.19,24.81,25.69,12,14,58,40,0.08,0.05,0.06,0.06,360,-0.011538462,0,0,0,25.22
2743,12/23/2017,11:03:18,25.19,25.13,24.88,25.75,12,14,57,40,0.08,0.06,0.07,0.06,360,-0.003846154,0,0,0,25.2375
2744,12/23/2017,11:03:49,25.19,25.19,24.81,25.69,11,13,54,39,0.08,0.05,0.06,0.07,355,-0.042307692,0,0,0,25.22
2745,12/23/2017,11:04:20,25.19,25.13,24.81,25.69,12,13,54,39,0.08,0.05,0.06,0.06,355,-0.076923077,0,0,0,25.205
2746,12/23/2017,11:04:50,25.19,25.13,24.88,25.75,11,13,54,38,0.08,0.06,0.07,0.06,360,-0.061538462,0,0,0,25.2375
2747,12/23/2017,11:05:21,25.19,25.19,24.88,25.75,11,13,54,39,0.08,0.05,0.06,0.07,355,-0.092307692,0,0,0,25.2525
2748,12/23/2017,11:05:52,25.19,25.19,24.88,25.75,11,13,53,38,0.08,0.05,0.06,0.06,355,-0.119230769,0,0,0,25.2525
2749,12/23/2017,11:06:22,25.19,25.19,24.81,25.75,11,13,54,37,0.08,0.05,0.06,0.07,360,-0.096153846,0,0,0,25.235
2750,12/23/2017,11:06:53,25.19,25.19,24.88,25.75,12,13,55,39,0.08,0.06,0.06,0.06,355,-0.169230769,0,0,0,25.2525
2751,12/23/2017,11:07:24,25.19,25.19,24.81,25.75,12,14,56,40,0.08,0.04,0.06,0.05,355,-0.192307692,0,0,0,25.235
2752,12/23/2017,11:07:54,25.19,25.19,24.88,25.75,12,13,55,39,0.08,0.05,0.07,0.06,360,-0.165384615,0,0,0,25.2525
2753,12/23/2017,11:08:25,25.19,25.13,24.88,25.81,12,14,55,39,0.09,0.06,0.06,0.06,360,-0.138461538,0,0,0,25.2525
2754,12/23/2017,11:08:55,25.19,25.19,24.88,25.81,12,14,57,40,0.08,0.05,0.06,0.06,360,-0.111538462,0,0,0,25.2675
2755,12/23/2017,11:09:26,25.19,25.19,24.88,25.75,12,14,57,40,0.09,0.06,0.06,0.06,360,-0.084615385,0,0,0,25.2525
2756,12/23/2017,11:09:57,25.19,25.19,24.88,25.75,13,15,60,42,0.08,0.09,0.07,0.06,355,-0.103846154,0,0,0,25.2525
2757,12/23/2017,11:10:27,25.19,25.19,24.88,25.81,13,15,61,44,0.11,0.05,0.09,0.06,355,-0.119230769,0,0,0,25.2675
2758,12/23/2017,11:10:58,25.19,25.19,24.88,25.81,13,14,59,42,0.08,0.06,0.07,0.07,360,-0.084615385,0,0,0,25.2675
2759,12/23/2017,11:11:29,25.19,25.19,24.88,25.75,13,14,59,42,0.08,0.05,0.06,0.06,360,-0.05,0,0,0,25.2525
2760,12/23/2017,11:11:59,25.19,25.19,24.88,25.81,13,14,59,42,0.08,0.05,0.06,0.05,360,-0.015384615,0,0,0,25.2675
2761,12/23/2017,11:12:30,25.19,25.19,24.88,25.81,13,14,59,42,0.08,0.05,0.07,0.06,355,-0.026923077,0,0,0,25.2675
2762,12/23/2017,11:13:01,25.19,25.19,24.88,25.81,13,14,60,43,0.08,0.05,0.07,0.05,355,-0.034615385,0,0,0,25.2675
2763,12/23/2017,11:13:31,25.19,25.19,24.88,25.81,13,14,60,42,0.08,0.05,0.06,0.06,360,-0.042307692,0,0,0,25.2675
2764,12/23/2017,11:14:02,25.19,25.19,24.88,25.88,13,14,59,42,0.08,0.06,0.07,0.05,355,-0.05,0,0,0,25.285
2765,12/23/2017,11:14:32,25.19,25.19,24.88,25.81,13,14,59,41,0.08,0.06,0.07,0.06,355,-0.053846154,0,0,0,25.2675
2766,12/23/2017,11:15:03,25.19,25.19,24.94,25.81,13,14,58,41,0.08,0.07,0.08,0.06,355,-0.053846154,0,0,0,25.2825
2767,12/23/2017,11:15:34,25.19,25.19,24.88,25.88,12,14,57,40,0.11,0.08,0.09,0.06,355,-0.05,0,0,0,25.285
2768,12/23/2017,11:16:04,25.19,25.19,24.88,25.81,13,14,58,40,0.1,0.06,0.14,0.11,355,-0.042307692,0,0,0,25.2675
2769,12/23/2017,11:16:35,25.19,25.19,24.88,25.81,13,14,59,41,0.07,0.05,0.06,0.06,360,-0.034615385,0,0,0,25.2675
2770,12/23/2017,11:17:06,25.19,25.19,24.88,25.81,13,14,59,42,0.09,0.05,0.06,0.06,360,-0.030769231,0,0,0,25.2675
2771,12/23/2017,11:17:36,25.19,25.19,24.88,25.81,13,14,59,42,0.08,0.05,0.06,0.06,360,0.019230769,0,0,0,25.2675
2772,12/23/2017,11:18:07,25.19,25.19,24.94,25.88,13,14,59,41,0.08,0.05,0.06,0.06,360,0.019230769,0,0,0,25.3
2773,12/23/2017,11:18:38,25.19,25.19,24.88,25.88,13,14,59,41,0.09,0.05,0.06,0.06,360,0.015384615,0,0,0,25.285
2774,12/23/2017,11:19:08,25.19,25.19,24.88,25.88,13,14,59,42,0.08,0.05,0.06,0.06,360,0.057692308,0,0,0,25.285
2775,12/23/2017,11:19:39,25.19,25.19,24.94,25.81,13,15,60,43,0.08,0.07,0.06,0.06,360,0.05,0,0,0,25.2825
2776,12/23/2017,11:20:09,25.19,25.19,24.94,25.81,14,15,61,43,0.08,0.05,0.07,0.07,360,0.038461538,0,0,0,25.2825
2777,12/23/2017,11:20:40,25.19,25.19,24.88,25.81,14,15,61,44,0.08,0.05,0.06,0.07,355,0.026923077,0,0,0,25.2675
2778,12/23/2017,11:21:11,25.19,25.19,24.88,25.75,14,15,63,45,0.09,0.05,0.06,0.06,355,0.019230769,0,0,0,25.2525
2779,12/23/2017,11:21:41,25.19,25.19,24.94,25.81,14,16,64,45,0.09,0.05,0.06,0.06,355,0.015384615,0,0,0,25.2825
2780,12/23/2017,11:22:12,25.19,25.19,24.94,25.88,14,16,64,45,0.16,0.14,0.08,0.06,360,0.061538462,0,0,0,25.3
2781,12/23/2017,11:22:43,25.19,25.19,24.88,25.81,14,15,64,45,0.07,0.05,0.14,0.06,360,0.057692308,0,0,0,25.2675
2782,12/23/2017,11:23:13,25.19,25.19,24.94,25.75,14,16,64,45,0.08,0.05,0.06,0.06,360,0.05,0,0,0,25.2675
2783,12/23/2017,11:23:44,25.19,25.19,24.88,25.81,14,16,64,45,0.08,0.05,0.06,0.05,360,0.088461538,0,0,0,25.2675
2784,12/23/2017,11:24:14,25.19,25.19,24.94,25.81,14,16,64,45,0.08,0.05,0.07,0.06,360,0.126923077,0,0,0,25.2825
2785,12/23/2017,11:24:45,25.19,25.19,24.88,25.81,14,16,65,45,0.08,0.05,0.07,0.05,360,0.165384615,0,0,0,25.2675
2786,12/23/2017,11:25:16,25.19,25.19,24.88,25.81,14,16,65,45,0.08,0.04,0.06,0.06,360,0.153846154,0,0,0,25.2675
2787,12/23/2017,11:25:46,25.19,25.19,24.88,25.81,14,15,64,45,0.08,0.05,0.06,0.06,360,0.138461538,0,0,0,25.2675
2788,12/23/2017,11:26:17,25.19,25.19,24.94,25.81,14,15,64,45,0.08,0.06,0.06,0.06,360,0.169230769,0,0,0,25.2825
2789,12/23/2017,11:26:48,25.19,25.19,24.94,25.81,14,15,64,45,0.08,0.05,0.06,0.06,360,0.15,0,0,0,25.2825
2790,12/23/2017,11:27:18,25.19,25.19,24.88,25.81,14,16,63,45,0.08,0.05,0.06,0.06,360,0.126923077,0,0,0,25.2675
2791,12/23/2017,11:27:49,25.19,25.19,24.88,25.81,14,15,63,45,0.08,0.05,0.06,0.06,360,0.1,0,0,0,25.2675
2792,12/23/2017,11:28:20,25.19,25.19,24.94,25.81,14,15,63,45,0.08,0.06,0.06,0.06,360,0.069230769,0,0,0,25.2825
2793,12/23/2017,11:28:50,25.19,25.19,24.94,25.81,14,16,64,45,0.07,0.06,0.06,0.06,360,0.034615385,0,0,0,25.2825
2794,12/23/2017,11:29:21,25.19,25.19,24.94,25.81,14,16,64,45,0.09,0.06,0.06,0.06,360,0.046153846,0,0,0,25.2825
2795,12/23/2017,11:29:51,25.19,25.19,24.94,25.81,14,16,65,45,0.09,0.05,0.07,0.07,360,0.057692308,0,0,0,25.2825
2796,12/23/2017,11:30:22,25.19,25.19,24.94,25.81,14,16,65,45,0.08,0.05,0.06,0.06,360,0.069230769,0,0,0,25.2825
2797,12/23/2017,11:30:53,25.19,25.19,24.88,25.88,14,16,64,45,0.08,0.05,0.07,0.06,360,0.080769231,0,0,0,25.285
2798,12/23/2017,11:31:23,25.19,25.19,24.94,25.81,14,16,64,45,0.08,0.05,0.06,0.06,360,0.092307692,0,0,0,25.2825
2799,12/23/2017,11:31:54,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.06,0.07,0.06,360,0.103846154,0,0,0,25.2825
2800,12/23/2017,11:32:25,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.05,0.06,0.06,355,0.069230769,0,0,0,25.2825
2801,12/23/2017,11:32:55,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.05,0.07,0.06,360,0.084615385,0,0,0,25.2825
2802,12/23/2017,11:33:26,25.19,25.19,24.94,25.88,14,16,65,46,0.08,0.05,0.07,0.06,360,0.05,0,0,0,25.3
2803,12/23/2017,11:33:57,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.05,0.07,0.06,360,0.011538462,0,0,0,25.2825
2804,12/23/2017,11:34:27,25.19,25.19,24.94,25.81,14,16,65,45,0.08,0.05,0.06,0.05,355,-0.076923077,0,0,0,25.2825
2805,12/23/2017,11:34:58,25.19,25.19,24.94,25.81,14,16,64,45,0.08,0.05,0.06,0.07,360,-0.069230769,0,0,0,25.2825
2806,12/23/2017,11:35:28,25.19,25.19,24.94,25.81,14,15,63,45,0.08,0.05,0.07,0.07,360,-0.061538462,0,0,0,25.2825
2807,12/23/2017,11:35:59,25.19,25.19,24.94,25.88,14,15,62,45,0.08,0.05,0.07,0.05,360,-0.053846154,0,0,0,25.3
2808,12/23/2017,11:36:30,25.19,25.19,24.94,25.81,14,15,62,44,0.07,0.05,0.07,0.07,360,-0.046153846,0,0,0,25.2825
2809,12/23/2017,11:37:00,25.19,25.19,24.94,25.81,14,15,63,45,0.09,0.05,0.06,0.06,360,-0.038461538,0,0,0,25.2825
2810,12/23/2017,11:37:31,25.19,25.19,24.94,25.88,14,15,62,44,0.08,0.06,0.06,0.07,360,-0.030769231,0,0,0,25.3
2811,12/23/2017,11:38:02,25.19,25.19,24.94,25.81,14,15,62,44,0.09,0.05,0.06,0.06,360,-0.023076923,0,0,0,25.2825
2812,12/23/2017,11:38:32,25.19,25.19,24.94,25.88,14,15,62,44,0.08,0.05,0.06,0.06,360,-0.015384615,0,0,0,25.3
2813,12/23/2017,11:39:03,25.19,25.19,25,25.88,14,16,63,45,0.08,0.05,0.06,0.06,360,-0.007692308,0,0,0,25.315
2814,12/23/2017,11:39:34,25.19,25.19,24.94,25.81,14,16,64,45,0.08,0.05,0.05,0.06,360,1.54E-18,0,0,0,25.2825
2815,12/23/2017,11:40:04,25.19,25.19,24.94,25.88,14,16,65,46,0.08,0.05,0.06,0.06,360,0.007692308,0,0,0,25.3
2816,12/23/2017,11:40:35,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.06,0.06,0.06,360,0.015384615,0,0,0,25.2825
2817,12/23/2017,11:41:05,25.19,25.19,24.94,25.81,14,16,65,45,0.08,0.05,0.06,0.06,355,-0.023076923,0,0,0,25.2825
2818,12/23/2017,11:41:36,25.25,25.19,24.94,25.81,14,16,65,46,0.08,0.06,0.06,0.05,360,-0.011538462,0,0,0,25.2975
2819,12/23/2017,11:42:07,25.19,25.19,25,25.81,14,16,65,46,0.08,0.06,0.06,0.06,360,9.24E-18,0,0,0,25.2975
2820,12/23/2017,11:42:37,25.19,25.19,25,25.81,14,16,65,46,0.08,0.05,0.06,0.07,355,-0.034615385,0,0,0,25.2975
2821,12/23/2017,11:43:08,25.25,25.19,24.94,25.88,14,16,65,46,0.08,0.05,0.06,0.06,355,-0.065384615,0,0,0,25.315
2822,12/23/2017,11:43:39,25.19,25.19,25,25.81,14,16,65,46,0.07,0.06,0.06,0.06,360,-0.046153846,0,0,0,25.2975
2823,12/23/2017,11:44:09,25.19,25.19,24.94,25.81,14,17,65,46,0.08,0.05,0.06,0.07,360,-0.026923077,0,0,0,25.2825
2824,12/23/2017,11:44:40,25.25,25.25,25,25.75,14,17,65,47,0.08,0.06,0.07,0.06,360,-0.007692308,0,0,0,25.3125
2825,12/23/2017,11:45:11,25.25,25.25,25,25.81,14,16,66,47,0.08,0.06,0.06,0.06,355,-0.084615385,0,0,0,25.3275
2826,12/23/2017,11:46:12,25.19,25.19,25,25.88,14,16,64,45,0.08,0.05,0.07,0.06,360,-0.065384615,0,0,0,25.315
2827,12/23/2017,11:46:42,25.25,25.19,25,25.88,14,16,64,45,0.08,0.05,0.06,0.06,360,-0.046153846,0,0,0,25.33
2828,12/23/2017,11:47:13,25.19,25.19,25,25.88,14,16,64,45,0.08,0.05,0.06,0.06,355,-0.073076923,0,0,0,25.315
2829,12/23/2017,11:47:44,25.19,25.25,25,25.88,14,15,63,45,0.08,0.05,0.06,0.06,360,-0.1,0,0,0,25.33
2830,12/23/2017,11:48:14,25.25,25.19,25,25.81,14,15,62,45,0.07,0.05,0.07,0.06,360,-0.080769231,0,0,0,25.3125
2831,12/23/2017,11:48:45,25.19,25.25,25,25.88,13,15,61,44,0.24,0.23,0.19,0.06,360,-0.061538462,1,0,0,25.33
2832,12/23/2017,11:49:16,25.19,25.25,25,25.88,93,31,63,45,0.52,0.54,0.42,0.14,360,-0.042307692,1,1,1,25.33
2833,12/23/2017,11:49:46,25.25,25.31,24.94,25.81,108,34,64,45,1.19,0.41,0.48,0.34,360,-0.023076923,1,1,1,25.3275
2834,12/23/2017,11:50:17,25.25,25.31,25,25.88,115,35,65,46,1.18,0.33,0.24,0.2,360,-0.003846154,1,0,1,25.36
2835,12/23/2017,11:50:48,25.31,25.31,25,25.81,119,35,64,45,0.16,0.09,0.2,0.12,360,0.015384615,1,0,1,25.3575
2836,12/23/2017,11:51:18,25.31,25.31,25,25.88,120,36,65,46,1.67,0.66,0.68,0.21,360,0.034615385,0,0,1,25.375
2837,12/23/2017,11:51:49,25.31,25.25,24.94,25.81,122,36,68,48,0.59,0.14,0.15,0.09,360,0.053846154,0,0,1,25.3275
2838,12/23/2017,11:52:19,25.31,25.25,25,25.88,121,36,67,48,0.29,0.06,0.06,0.07,360,0.073076923,0,0,1,25.36
2839,12/23/2017,11:52:50,25.31,25.25,25,25.81,123,37,68,49,0.08,0.06,0.07,0.06,360,0.092307692,0,0,1,25.3425
2840,12/23/2017,11:53:21,25.31,25.25,24.94,25.88,123,36,68,49,0.32,0.08,0.07,0.06,360,0.111538462,0,0,1,25.345
2841,12/23/2017,11:53:51,25.31,25.25,25,25.81,123,36,65,47,0.12,0.05,0.07,0.06,360,0.130769231,0,0,1,25.3425
2842,12/23/2017,11:54:22,25.38,25.25,25,25.81,121,35,65,46,1.17,0.46,0.1,0.07,360,0.1,0,0,1,25.36
2843,12/23/2017,11:54:53,25.38,25.25,25,25.81,122,35,64,45,0.66,0.15,0.35,0.19,360,0.115384615,0,0,1,25.36
2844,12/23/2017,11:55:23,25.38,25.25,25,25.81,122,36,65,47,0.35,0.19,0.09,0.07,360,0.130769231,1,0,1,25.36
2845,12/23/2017,11:55:54,25.38,25.25,25,25.81,121,36,65,47,0.99,0.19,0.35,0.12,360,0.096153846,1,0,1,25.36
2846,12/23/2017,11:56:24,25.38,25.25,25,25.81,123,36,66,48,0.64,0.2,0.18,0.1,360,0.057692308,0,1,1,25.36
2847,12/23/2017,11:56:55,25.38,25.25,25.06,25.88,123,36,68,49,0.24,0.07,0.19,0.15,360,0.065384615,0,1,1,25.3925
2848,12/23/2017,11:57:26,25.44,25.25,25,25.81,123,37,68,49,0.07,0.16,0.08,0.07,360,0.073076923,0,0,1,25.375
2849,12/23/2017,11:57:56,25.38,25.25,25,25.88,123,36,67,48,0.75,0.17,0.18,0.13,360,0.080769231,1,0,1,25.3775
2850,12/23/2017,11:58:27,25.38,25.25,25,25.81,123,36,66,47,0.09,0.06,0.18,0.09,360,0.038461538,0,0,1,25.36
2851,12/23/2017,11:58:58,25.44,25.25,25,25.81,123,36,65,46,0.31,0.08,0.08,0.07,360,0.042307692,1,0,1,25.375
2852,12/23/2017,11:59:28,25.38,25.25,25,25.88,123,36,65,47,0.1,0.05,0.08,0.06,360,0.046153846,0,0,1,25.3775
2853,12/23/2017,11:59:59,25.44,25.25,25,25.88,123,36,65,46,0.08,0.06,0.07,0.06,360,0,1,0,1,25.3925
2854,12/23/2017,12:00:30,25.44,25.25,25,25.94,123,35,65,46,1.14,0.34,0.35,0.16,360,0,0,0,1,25.4075
2855,12/23/2017,12:01:00,25.44,25.25,25,25.88,122,35,63,45,0.27,0.08,0.07,0.06,360,0,0,0,1,25.3925
2856,12/23/2017,12:01:31,25.44,25.25,25.06,25.88,123,36,65,46,0.08,0.05,0.07,0.06,360,0,1,0,1,25.4075
2857,12/23/2017,12:02:01,25.44,25.25,25.06,25.88,122,35,64,46,0.9,0.25,0.05,0.06,360,0,0,0,1,25.4075
2858,12/23/2017,12:02:32,25.44,25.25,25.06,25.88,123,36,65,46,0.12,0.05,0.28,0.13,360,0,0,0,1,25.4075
2859,12/23/2017,12:03:03,25.44,25.25,25.06,25.88,123,36,65,47,1.12,0.44,0.44,0.24,360,0,1,0,1,25.4075
2860,12/23/2017,12:03:33,25.44,25.31,25.06,25.88,124,37,66,48,0.49,0.15,0.42,0.16,360,0,0,0,1,25.4225
2861,12/23/2017,12:04:04,25.44,25.31,25.06,25.88,124,37,69,49,0.28,0.12,0.3,0.1,365,0.046153846,1,0,1,25.4225
2862,12/23/2017,12:04:35,25.44,25.25,25,25.88,124,38,70,49,0.1,0.28,0.28,0.15,365,0.088461538,0,0,1,25.3925
2863,12/23/2017,12:05:05,25.44,25.31,25.06,25.88,124,38,71,51,0.99,0.05,0.25,0.12,365,0.126923077,0,0,1,25.4225
2864,12/23/2017,12:05:36,25.44,25.31,25.06,25.88,124,38,72,52,1.1,0.43,0.48,0.11,365,0.161538462,0,0,1,25.4225
2865,12/23/2017,12:06:07,25.44,25.31,25.06,25.88,124,37,70,50,0.15,0.05,0.24,0.1,365,0.192307692,0,0,1,25.4225
2866,12/23/2017,12:06:37,25.44,25.31,25.06,25.88,124,37,70,50,0.09,0.05,0.06,0.07,365,0.219230769,0,0,1,25.4225
2867,12/23/2017,12:07:08,25.44,25.31,25.06,25.88,124,37,70,50,0.27,0.08,0.08,0.06,365,0.242307692,0,0,1,25.4225
2868,12/23/2017,12:07:38,25.44,25.31,25.06,25.88,124,37,70,50,1.63,0.53,0.59,0.21,365,0.261538462,0,0,1,25.4225
2869,12/23/2017,12:08:09,25.5,25.31,25.06,25.88,124,37,71,51,0.18,0.08,0.06,0.06,365,0.276923077,1,0,1,25.4375
2870,12/23/2017,12:08:40,25.5,25.31,25.06,25.88,123,38,71,51,0.58,0.22,0.21,0.14,365,0.288461538,1,0,1,25.4375
2871,12/23/2017,12:09:10,25.5,25.31,25.06,25.88,124,37,70,50,0.44,0.19,0.14,0.1,365,0.296153846,1,0,1,25.4375
2872,12/23/2017,12:09:41,25.5,25.31,25.06,25.88,124,38,70,51,0.48,0.28,0.24,0.11,365,0.3,1,0,1,25.4375
